Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,7,13,20
001 Aldein,1,,8,11,19
001 Aldein,2,,7,15,22
001 Aldein,3,,10,8,18
001 Aldein,4,,18,9,27
001 Aldein,5,,14,9,23
001 Aldein,6,,11,9,20
001 Aldein,7,,16,8,24
001 Aldein,8,,12,4,16
001 Aldein,9,,16,14,30
001 Aldein,10,,10,16,26
001 Aldein,11,,15,8,23
001 Aldein,12,,7,8,15
001 Aldein,13,,8,12,20
001 Aldein,14,,14,7,21
001 Aldein,15,,13,12,25
001 Aldein,16,,9,13,22
001 Aldein,17,,7,8,15
001 Aldein,18,,7,6,13
001 Aldein,19,,9,16,25
001 Aldein,20,,11,9,20
001 Aldein,21,,11,8,19
001 Aldein,22,,10,8,18
001 Aldein,23,,15,16,31
001 Aldein,24,,10,8,18
001 Aldein,25,,11,13,24
001 Aldein,26,,13,4,17
001 Aldein,27,,10,12,22
001 Aldein,28,,9,14,23
001 Aldein,29,,9,14,23
001 Aldein,30,,11,8,19
001 Aldein,31,,9,18,27
001 Aldein,32,,10,13,23
001 Aldein,33,,17,14,31
001 Aldein,34,,13,14,27
001 Aldein,35,,14,10,24
001 Aldein,36,,19,9,28
001 Aldein,37,,15,14,29
001 Aldein,38,,13,15,28
001 Aldein,39,,21,7,28
001 Aldein,40,,12,16,28
001 Aldein,41,,6,14,20
001 Aldein,42,,6,19,25
001 Aldein,43,,16,9,25
001 Aldein,44,,14,11,25
001 Aldein,45,,13,6,19
001 Aldein,46,,8,17,25
001 Aldein,47,,17,14,31
001 Aldein,48,,15,9,24
001 Aldein,49,,11,13,24
001 Aldein,50,,7,5,12
001 Aldein,51,,9,10,19
001 Aldein,52,,9,8,17
001 Aldein,53,,9,9,18
001 Aldein,54,,9,6,15
001 Aldein,55,,9,9,18
001 Aldein,56,,6,5,11
001 Aldein,57,,16,10,26
001 Aldein,58,,5,12,17
001 Aldein,59,,9,6,15
001 Aldein,60,,9,9,18
001 Aldein,61,,5,10,15
001 Aldein,62,,7,12,19
001 Aldein,63,,10,5,15
001 Aldein,64,,5,7,12
001 Aldein,65,,11,10,21
001 Aldein,66,,7,12,19
001 Aldein,67,,5,12,17
001 Aldein,68,,6,8,14
001 Aldein,69,,5,8,13
001 Aldein,70,,7,7,14
001 Aldein,71,,5,10,15
001 Aldein,72,,8,6,14
001 Aldein,73,,4,4,8
001 Aldein,74,,14,3,17
001 Aldein,75,,7,4,11
001 Aldein,76,,3,7,10
001 Aldein,77,,6,4,10
001 Aldein,78,,4,5,9
001 Aldein,79,,6,7,13
001 Aldein,80,,5,1,6
001 Aldein,81,,5,4,9
001 Aldein,82,,-,4,4
001 Aldein,83,,1,4,5
001 Aldein,84,,-,7,7
001 Aldein,85,,2,4,6
001 Aldein,86,,1,8,9
001 Aldein,87,,1,8,9
001 Aldein,88,,2,1,3
001 Aldein,89,,-,2,2
001 Aldein,92,,1,-,1
001 Aldein,95,,-,2,2
001 Aldein,96,,-,1,1
001 Aldein,101,,-,1,1
001 Aldein,Insgesamt,,827,839,1.666
002 Andrian,0,,6,6,12
002 Andrian,1,,3,7,10
002 Andrian,2,,8,4,12
002 Andrian,3,,7,6,13
002 Andrian,4,,10,3,13
002 Andrian,5,,7,11,18
002 Andrian,6,,3,3,6
002 Andrian,7,,3,5,8
002 Andrian,8,,6,5,11
002 Andrian,9,,4,5,9
002 Andrian,10,,8,3,11
002 Andrian,11,,8,6,14
002 Andrian,12,,3,10,13
002 Andrian,13,,8,4,12
002 Andrian,14,,7,7,14
002 Andrian,15,,5,4,9
002 Andrian,16,,6,6,12
002 Andrian,17,,5,8,13
002 Andrian,18,,5,5,10
002 Andrian,19,,5,4,9
002 Andrian,20,,11,6,17
002 Andrian,21,,6,8,14
002 Andrian,22,,8,5,13
002 Andrian,23,,1,3,4
002 Andrian,24,,10,5,15
002 Andrian,25,,7,3,10
002 Andrian,26,,10,9,19
002 Andrian,27,,4,7,11
002 Andrian,28,,8,5,13
002 Andrian,29,,6,8,14
002 Andrian,30,,7,3,10
002 Andrian,31,,7,7,14
002 Andrian,32,,11,8,19
002 Andrian,33,,10,4,14
002 Andrian,34,,7,10,17
002 Andrian,35,,13,11,24
002 Andrian,36,,8,11,19
002 Andrian,37,,10,12,22
002 Andrian,38,,13,6,19
002 Andrian,39,,6,9,15
002 Andrian,40,,9,9,18
002 Andrian,41,,10,9,19
002 Andrian,42,,9,9,18
002 Andrian,43,,12,12,24
002 Andrian,44,,8,8,16
002 Andrian,45,,7,13,20
002 Andrian,46,,11,7,18
002 Andrian,47,,8,3,11
002 Andrian,48,,7,5,12
002 Andrian,49,,8,4,12
002 Andrian,50,,8,8,16
002 Andrian,51,,8,7,15
002 Andrian,52,,4,9,13
002 Andrian,53,,2,4,6
002 Andrian,54,,6,3,9
002 Andrian,55,,6,9,15
002 Andrian,56,,3,3,6
002 Andrian,57,,4,3,7
002 Andrian,58,,6,6,12
002 Andrian,59,,4,2,6
002 Andrian,60,,5,4,9
002 Andrian,61,,5,4,9
002 Andrian,62,,7,8,15
002 Andrian,63,,1,2,3
002 Andrian,64,,1,4,5
002 Andrian,65,,6,7,13
002 Andrian,66,,3,5,8
002 Andrian,67,,6,4,10
002 Andrian,68,,3,7,10
002 Andrian,69,,1,7,8
002 Andrian,70,,4,3,7
002 Andrian,71,,5,4,9
002 Andrian,72,,2,3,5
002 Andrian,73,,4,2,6
002 Andrian,74,,5,3,8
002 Andrian,75,,3,4,7
002 Andrian,76,,7,4,11
002 Andrian,77,,3,4,7
002 Andrian,78,,4,2,6
002 Andrian,79,,2,1,3
002 Andrian,80,,1,4,5
002 Andrian,81,,-,2,2
002 Andrian,82,,3,4,7
002 Andrian,83,,1,1,2
002 Andrian,84,,1,4,5
002 Andrian,85,,-,1,1
002 Andrian,86,,1,2,3
002 Andrian,87,,1,3,4
002 Andrian,88,,1,-,1
002 Andrian,89,,1,1,2
002 Andrian,90,,-,1,1
002 Andrian,93,,-,1,1
002 Andrian,94,,1,1,2
002 Andrian,96,,-,1,1
002 Andrian,97,,-,1,1
002 Andrian,101,,-,1,1
002 Andrian,Insgesamt,,508,495,1.003
003 Altrei,0,,1,3,4
003 Altrei,1,,6,4,10
003 Altrei,2,,2,-,2
003 Altrei,3,,3,1,4
003 Altrei,4,,1,1,2
003 Altrei,5,,-,1,1
003 Altrei,6,,3,1,4
003 Altrei,7,,4,1,5
003 Altrei,8,,1,1,2
003 Altrei,9,,3,-,3
003 Altrei,10,,3,1,4
003 Altrei,11,,-,1,1
003 Altrei,12,,-,2,2
003 Altrei,13,,1,2,3
003 Altrei,14,,3,2,5
003 Altrei,15,,3,-,3
003 Altrei,16,,6,3,9
003 Altrei,17,,1,-,1
003 Altrei,18,,3,2,5
003 Altrei,19,,1,2,3
003 Altrei,20,,4,5,9
003 Altrei,21,,2,1,3
003 Altrei,22,,3,2,5
003 Altrei,23,,3,1,4
003 Altrei,24,,3,-,3
003 Altrei,25,,4,1,5
003 Altrei,26,,3,3,6
003 Altrei,27,,3,2,5
003 Altrei,28,,2,3,5
003 Altrei,29,,1,2,3
003 Altrei,30,,2,4,6
003 Altrei,31,,-,2,2
003 Altrei,32,,2,3,5
003 Altrei,33,,4,1,5
003 Altrei,34,,1,-,1
003 Altrei,35,,2,3,5
003 Altrei,36,,4,-,4
003 Altrei,37,,4,3,7
003 Altrei,38,,1,3,4
003 Altrei,39,,3,5,8
003 Altrei,40,,1,4,5
003 Altrei,41,,3,1,4
003 Altrei,42,,3,4,7
003 Altrei,43,,2,5,7
003 Altrei,44,,3,6,9
003 Altrei,45,,2,2,4
003 Altrei,46,,10,2,12
003 Altrei,47,,2,3,5
003 Altrei,48,,5,2,7
003 Altrei,49,,5,4,9
003 Altrei,50,,2,3,5
003 Altrei,51,,1,2,3
003 Altrei,52,,5,1,6
003 Altrei,53,,2,3,5
003 Altrei,54,,1,1,2
003 Altrei,55,,3,2,5
003 Altrei,56,,6,3,9
003 Altrei,57,,5,3,8
003 Altrei,58,,1,3,4
003 Altrei,59,,1,-,1
003 Altrei,60,,3,2,5
003 Altrei,61,,3,2,5
003 Altrei,62,,2,3,5
003 Altrei,63,,3,1,4
003 Altrei,64,,2,3,5
003 Altrei,65,,1,3,4
003 Altrei,66,,3,1,4
