Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,14,10,24
001 Aldein,1,,17,9,26
001 Aldein,2,,10,11,21
001 Aldein,3,,17,9,26
001 Aldein,4,,12,4,16
001 Aldein,5,,16,15,31
001 Aldein,6,,11,15,26
001 Aldein,7,,14,9,23
001 Aldein,8,,7,8,15
001 Aldein,9,,9,12,21
001 Aldein,10,,15,8,23
001 Aldein,11,,13,12,25
001 Aldein,12,,9,13,22
001 Aldein,13,,7,9,16
001 Aldein,14,,8,6,14
001 Aldein,15,,9,16,25
001 Aldein,16,,11,9,20
001 Aldein,17,,12,7,19
001 Aldein,18,,11,11,22
001 Aldein,19,,13,12,25
001 Aldein,20,,10,7,17
001 Aldein,21,,14,13,27
001 Aldein,22,,14,6,20
001 Aldein,23,,10,14,24
001 Aldein,24,,9,13,22
001 Aldein,25,,10,18,28
001 Aldein,26,,10,6,16
001 Aldein,27,,7,22,29
001 Aldein,28,,11,16,27
001 Aldein,29,,16,16,32
001 Aldein,30,,11,15,26
001 Aldein,31,,14,9,23
001 Aldein,32,,18,13,31
001 Aldein,33,,15,15,30
001 Aldein,34,,13,15,28
001 Aldein,35,,22,7,29
001 Aldein,36,,12,16,28
001 Aldein,37,,7,15,22
001 Aldein,38,,8,20,28
001 Aldein,39,,17,10,27
001 Aldein,40,,14,10,24
001 Aldein,41,,15,6,21
001 Aldein,42,,8,16,24
001 Aldein,43,,15,17,32
001 Aldein,44,,16,9,25
001 Aldein,45,,12,14,26
001 Aldein,46,,8,5,13
001 Aldein,47,,9,10,19
001 Aldein,48,,10,8,18
001 Aldein,49,,8,10,18
001 Aldein,50,,9,6,15
001 Aldein,51,,9,9,18
001 Aldein,52,,8,5,13
001 Aldein,53,,15,11,26
001 Aldein,54,,5,12,17
001 Aldein,55,,8,6,14
001 Aldein,56,,9,9,18
001 Aldein,57,,6,11,17
001 Aldein,58,,7,12,19
001 Aldein,59,,10,5,15
001 Aldein,60,,6,7,13
001 Aldein,61,,11,11,22
001 Aldein,62,,8,12,20
001 Aldein,63,,6,12,18
001 Aldein,64,,9,8,17
001 Aldein,65,,5,8,13
001 Aldein,66,,7,7,14
001 Aldein,67,,7,10,17
001 Aldein,68,,8,6,14
001 Aldein,69,,4,4,8
001 Aldein,70,,14,5,19
001 Aldein,71,,8,4,12
001 Aldein,72,,4,8,12
001 Aldein,73,,7,4,11
001 Aldein,74,,5,5,10
001 Aldein,75,,7,8,15
001 Aldein,76,,5,3,8
001 Aldein,77,,5,5,10
001 Aldein,78,,-,5,5
001 Aldein,79,,1,5,6
001 Aldein,80,,1,8,9
001 Aldein,81,,2,5,7
001 Aldein,82,,1,9,10
001 Aldein,83,,3,10,13
001 Aldein,84,,4,1,5
001 Aldein,85,,-,4,4
001 Aldein,87,,-,1,1
001 Aldein,88,,2,1,3
001 Aldein,90,,-,1,1
001 Aldein,91,,-,2,2
001 Aldein,92,,2,2,4
001 Aldein,94,,1,-,1
001 Aldein,97,,-,1,1
002 Andrian,0,,9,4,13
002 Andrian,1,,7,10,17
002 Andrian,2,,3,-,3
002 Andrian,3,,3,4,7
002 Andrian,4,,6,5,11
002 Andrian,5,,3,6,9
002 Andrian,6,,8,1,9
002 Andrian,7,,10,6,16
002 Andrian,8,,2,10,12
002 Andrian,9,,8,4,12
002 Andrian,10,,5,5,10
002 Andrian,11,,5,5,10
002 Andrian,12,,6,6,12
002 Andrian,13,,5,7,12
002 Andrian,14,,5,4,9
002 Andrian,15,,4,3,7
002 Andrian,16,,12,7,19
002 Andrian,17,,6,7,13
002 Andrian,18,,8,6,14
002 Andrian,19,,1,3,4
002 Andrian,20,,7,5,12
002 Andrian,21,,5,2,7
002 Andrian,22,,10,8,18
002 Andrian,23,,2,3,5
002 Andrian,24,,8,3,11
002 Andrian,25,,6,5,11
002 Andrian,26,,4,3,7
002 Andrian,27,,5,6,11
002 Andrian,28,,6,4,10
002 Andrian,29,,7,5,12
002 Andrian,30,,6,10,16
002 Andrian,31,,7,9,16
002 Andrian,32,,7,6,13
002 Andrian,33,,7,12,19
002 Andrian,34,,13,5,18
002 Andrian,35,,7,7,14
002 Andrian,36,,9,10,19
002 Andrian,37,,8,8,16
002 Andrian,38,,9,8,17
002 Andrian,39,,11,9,20
