Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,10,11,21
001 Aldein,1,,16,10,26
001 Aldein,2,,12,5,17
001 Aldein,3,,16,14,30
001 Aldein,4,,8,15,23
001 Aldein,5,,14,9,23
001 Aldein,6,,7,8,15
001 Aldein,7,,9,12,21
001 Aldein,8,,14,8,22
001 Aldein,9,,13,12,25
001 Aldein,10,,9,13,22
001 Aldein,11,,7,8,15
001 Aldein,12,,8,6,14
001 Aldein,13,,9,16,25
001 Aldein,14,,11,9,20
001 Aldein,15,,11,8,19
001 Aldein,16,,11,10,21
001 Aldein,17,,12,12,24
001 Aldein,18,,10,7,17
001 Aldein,19,,14,12,26
001 Aldein,20,,15,6,21
001 Aldein,21,,10,14,24
001 Aldein,22,,10,14,24
001 Aldein,23,,10,18,28
001 Aldein,24,,10,9,19
001 Aldein,25,,8,21,29
001 Aldein,26,,13,17,30
001 Aldein,27,,17,18,35
001 Aldein,28,,11,15,26
001 Aldein,29,,15,8,23
001 Aldein,30,,17,13,30
001 Aldein,31,,17,17,34
001 Aldein,32,,14,15,29
001 Aldein,33,,22,8,30
001 Aldein,34,,12,16,28
001 Aldein,35,,6,16,22
001 Aldein,36,,7,20,27
001 Aldein,37,,17,10,27
001 Aldein,38,,14,10,24
001 Aldein,39,,14,6,20
001 Aldein,40,,8,16,24
001 Aldein,41,,15,17,32
001 Aldein,42,,16,9,25
001 Aldein,43,,12,13,25
001 Aldein,44,,8,5,13
001 Aldein,45,,9,10,19
001 Aldein,46,,10,8,18
001 Aldein,47,,8,10,18
001 Aldein,48,,9,7,16
001 Aldein,49,,8,10,18
001 Aldein,50,,9,5,14
001 Aldein,51,,15,11,26
001 Aldein,52,,5,12,17
001 Aldein,53,,8,6,14
001 Aldein,54,,9,9,18
001 Aldein,55,,5,11,16
001 Aldein,56,,7,11,18
001 Aldein,57,,7,5,12
001 Aldein,58,,6,6,12
001 Aldein,59,,11,11,22
001 Aldein,60,,8,13,21
001 Aldein,61,,6,12,18
001 Aldein,62,,9,8,17
001 Aldein,63,,5,8,13
001 Aldein,64,,6,7,13
001 Aldein,65,,7,10,17
001 Aldein,66,,8,6,14
001 Aldein,67,,4,4,8
001 Aldein,68,,15,5,20
001 Aldein,69,,8,3,11
001 Aldein,70,,5,8,13
001 Aldein,71,,8,4,12
001 Aldein,72,,5,5,10
001 Aldein,73,,9,9,18
001 Aldein,74,,5,3,8
001 Aldein,75,,6,6,12
001 Aldein,76,,-,5,5
001 Aldein,77,,2,5,7
001 Aldein,78,,2,8,10
001 Aldein,79,,2,5,7
001 Aldein,80,,1,9,10
001 Aldein,81,,4,10,14
001 Aldein,82,,4,2,6
001 Aldein,83,,-,4,4
001 Aldein,85,,-,1,1
001 Aldein,86,,2,1,3
001 Aldein,88,,-,2,2
001 Aldein,89,,-,3,3
001 Aldein,90,,2,2,4
001 Aldein,91,,-,1,1
001 Aldein,92,,2,-,2
001 Aldein,93,,-,1,1
001 Aldein,94,,-,2,2
001 Aldein,95,,-,1,1
002 Andrian,0,,2,-,2
002 Andrian,1,,2,4,6
002 Andrian,2,,5,4,9
002 Andrian,3,,2,6,8
002 Andrian,4,,8,1,9
002 Andrian,5,,9,6,15
002 Andrian,6,,2,10,12
002 Andrian,7,,8,4,12
002 Andrian,8,,5,5,10
002 Andrian,9,,5,5,10
002 Andrian,10,,6,6,12
002 Andrian,11,,5,7,12
002 Andrian,12,,5,4,9
002 Andrian,13,,4,3,7
002 Andrian,14,,12,7,19
002 Andrian,15,,6,7,13
002 Andrian,16,,8,6,14
002 Andrian,17,,1,3,4
002 Andrian,18,,6,5,11
002 Andrian,19,,5,2,7
002 Andrian,20,,10,6,16
002 Andrian,21,,1,3,4
002 Andrian,22,,6,2,8
002 Andrian,23,,6,4,10
002 Andrian,24,,5,6,11
002 Andrian,25,,4,4,8
002 Andrian,26,,6,4,10
002 Andrian,27,,5,1,6
002 Andrian,28,,5,6,11
002 Andrian,29,,5,7,12
002 Andrian,30,,7,6,13
002 Andrian,31,,7,11,18
002 Andrian,32,,12,5,17
002 Andrian,33,,5,7,12
002 Andrian,34,,9,8,17
002 Andrian,35,,9,7,16
002 Andrian,36,,8,8,16
002 Andrian,37,,11,7,18
002 Andrian,38,,8,7,15
002 Andrian,39,,7,12,19
002 Andrian,40,,8,7,15
002 Andrian,41,,7,2,9
002 Andrian,42,,7,4,11
002 Andrian,43,,6,5,11
002 Andrian,44,,7,8,15
002 Andrian,45,,5,7,12
002 Andrian,46,,5,9,14
002 Andrian,47,,2,4,6
002 Andrian,48,,5,2,7
002 Andrian,49,,7,7,14
002 Andrian,50,,2,3,5
002 Andrian,51,,3,3,6
002 Andrian,52,,7,6,13
002 Andrian,53,,4,2,6
