Gemeinde,Altersklassen,Geschlecht,Männer,Frauen,Insgesamt
001 Aldein,0,,7,7,14
001 Aldein,1,,9,12,21
001 Aldein,2,,13,6,19
001 Aldein,3,,12,10,22
001 Aldein,4,,8,12,20
001 Aldein,5,,7,6,13
001 Aldein,6,,8,6,14
001 Aldein,7,,9,17,26
001 Aldein,8,,12,9,21
001 Aldein,9,,11,7,18
001 Aldein,10,,11,10,21
001 Aldein,11,,12,12,24
001 Aldein,12,,10,7,17
001 Aldein,13,,14,12,26
001 Aldein,14,,18,7,25
001 Aldein,15,,10,16,26
001 Aldein,16,,10,15,25
001 Aldein,17,,10,20,30
001 Aldein,18,,10,9,19
001 Aldein,19,,8,23,31
001 Aldein,20,,14,17,31
001 Aldein,21,,17,19,36
001 Aldein,22,,11,19,30
001 Aldein,23,,16,14,30
001 Aldein,24,,18,12,30
001 Aldein,25,,18,24,42
001 Aldein,26,,16,18,34
001 Aldein,27,,20,8,28
001 Aldein,28,,12,16,28
001 Aldein,29,,9,18,27
001 Aldein,30,,9,21,30
001 Aldein,31,,19,10,29
001 Aldein,32,,14,9,23
001 Aldein,33,,15,6,21
001 Aldein,34,,10,14,24
001 Aldein,35,,16,16,32
001 Aldein,36,,17,9,26
001 Aldein,37,,13,14,27
001 Aldein,38,,8,5,13
001 Aldein,39,,9,10,19
001 Aldein,40,,11,10,21
001 Aldein,41,,10,10,20
001 Aldein,42,,10,7,17
001 Aldein,43,,8,9,17
001 Aldein,44,,6,4,10
001 Aldein,45,,15,10,25
001 Aldein,46,,6,12,18
001 Aldein,47,,10,6,16
001 Aldein,48,,9,9,18
001 Aldein,49,,4,11,15
001 Aldein,50,,7,11,18
001 Aldein,51,,7,5,12
001 Aldein,52,,6,7,13
001 Aldein,53,,11,11,22
001 Aldein,54,,9,13,22
001 Aldein,55,,8,12,20
001 Aldein,56,,9,9,18
001 Aldein,57,,4,9,13
001 Aldein,58,,6,8,14
001 Aldein,59,,8,9,17
001 Aldein,60,,9,6,15
001 Aldein,61,,4,4,8
001 Aldein,62,,16,5,21
001 Aldein,63,,9,4,13
001 Aldein,64,,5,8,13
001 Aldein,65,,11,4,15
001 Aldein,66,,7,6,13
001 Aldein,67,,9,10,19
001 Aldein,68,,6,4,10
001 Aldein,69,,8,6,14
001 Aldein,70,,4,7,11
001 Aldein,71,,3,9,12
001 Aldein,72,,5,8,13
001 Aldein,73,,3,6,9
001 Aldein,74,,3,9,12
001 Aldein,75,,7,15,22
001 Aldein,76,,6,3,9
001 Aldein,77,,1,4,5
001 Aldein,78,,3,3,6
001 Aldein,79,,-,3,3
001 Aldein,80,,2,2,4
001 Aldein,81,,3,3,6
001 Aldein,82,,1,3,4
001 Aldein,83,,2,5,7
001 Aldein,84,,3,3,6
001 Aldein,85,,2,3,5
001 Aldein,86,,2,3,5
001 Aldein,87,,2,1,3
001 Aldein,88,,-,2,2
001 Aldein,89,,1,1,2
001 Aldein,90,,1,2,3
001 Aldein,92,,-,1,1
001 Aldein,94,,-,1,1
001 Aldein,Insgesamt,,792,838,1.630
002 Andrian,0,,2,10,12
002 Andrian,1,,7,5,12
002 Andrian,2,,5,4,9
002 Andrian,3,,5,6,11
002 Andrian,4,,6,6,12
002 Andrian,5,,8,7,15
002 Andrian,6,,5,4,9
002 Andrian,7,,4,5,9
002 Andrian,8,,12,6,18
002 Andrian,9,,6,7,13
002 Andrian,10,,8,6,14
002 Andrian,11,,1,4,5
002 Andrian,12,,6,4,10
002 Andrian,13,,5,2,7
002 Andrian,14,,10,7,17
002 Andrian,15,,1,3,4
002 Andrian,16,,5,2,7
002 Andrian,17,,5,3,8
002 Andrian,18,,4,4,8
002 Andrian,19,,5,4,9
